topic	retrievedUrl	archivedUrl	sentenceHash	sentence	annotation	set
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	e8b6b164afa2869f41256a2ccc29eb90	Suppose an analysis of the current political situation suggested that direct action by workers and unions gave the most immediate promise for directly stopping uranium mining , while government decision and cost escalations were also likely avenues for stopping mining .	NoArgument	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	eb6b65dc17247d1f347e84330410e256	The research that produced the number was led by John Cook , a research fellow at the Global Change Institute at the University of Queensland in Australia , as part of his PhD thesis work in “ science communication . ”	NoArgument	train
nuclear energy	http://debatepedia.idebate.org/en/index.php/Debate:_Nuclear_energy	http://web.archive.org/web/20160627081957/http://debatepedia.idebate.org:80/en/index.php/Debate:_Nuclear_energy	fcc7c74c706c061010881716ce8bb53b	They really are very safe , but the public opinion in countries currently not using nuclear power is predominantly against nuclear energy .	Argument_for	train
nuclear energy	http://www.world-nuclear.org/information-library/current-and-future-generation/the-nuclear-debate.aspx	http://web.archive.org/web/20160716223743/http://www.world-nuclear.org:80/information-library/current-and-future-generation/the-nuclear-debate.aspx	1d1933a0489ef5aa141f26babceb6139	In particular , some simple assertions require detailed rebuttal .	NoArgument	test
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	b1557e0de2c781f500b4c2979c6d747e	The danger was further demonstrated in November 1983 when Labor Caucus , at the initiative of Cabinet , gave the go-ahead for Roxby Downs , potentially the largest uranium mine in the world .	Argument_against	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	f8ee86dd8e873886fe9d27684f2c687f	They do not talk down to their customers , they listen to them and respect their feedback .	NoArgument	train
nuclear energy	http://www.triplepundit.com/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons/	http://web.archive.org/web/20160802090500/http://www.triplepundit.com:80/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons	5f501311fbceb987ce28226de8fe4f08	I ’m pretty sure that that ’s what the comments section is for .	NoArgument	test
nuclear energy	http://caselaw.findlaw.com/us-supreme-court/460/766.html	http://web.archive.org/web/20160910183256/http://caselaw.findlaw.com/us-supreme-court/460/766.html	bb5c9c7cf6853078a1b60e7c72f66424	V ) , require the NRC to address its contentions .	NoArgument	train
nuclear energy	http://timeforchange.org/pros-and-cons-of-nuclear-power-and-sustainability	http://web.archive.org/web/20160707092634/http://timeforchange.org:80/pros-and-cons-of-nuclear-power-and-sustainability	82e6b9fd77cb3e721c4797db26a4522d	Nuclear power plants as well as nuclear waste could be preferred targets for terrorist attacks .	Argument_against	test
nuclear energy	http://www.france24.com/en/20161127-switzerland-nuclear-energy-swiss-referendum-reject-speedy-exit-atomic-power	http://web.archive.org/web/20170220101124/http://www.france24.com/en/20161127-switzerland-nuclear-energy-swiss-referendum-reject-speedy-exit-atomic-power	c3dcfee51cf9106a456ab7020fdefdb5	“ It would have caused uncertainties about our energy supply , something Swiss people were unwilling to risk . ”	NoArgument	train
nuclear energy	http://www.triplepundit.com/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons/	http://web.archive.org/web/20160802090500/http://www.triplepundit.com:80/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons	d35a349b15fbc22eb70109a40e948a9b	Nuclear energy is a practical solution to many of the problems posed by fossil fuels but of course it will not completely replace fossil fuels .	Argument_for	test
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	6862fa11b915f030e1c386fa937d9127	I do agree that if more members of the public were aware if the limitations of renewables and the need for nuclear power it is more likely that action would be taken .	Argument_for	val
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	a4c3ce22c44f0e83196ba77573bf5a21	If you bring in a talented marketing agency you could not only raise the awareness you could even make it sexy , then people will be demanding it .	Argument_for	val
nuclear energy	http://caselaw.findlaw.com/us-supreme-court/460/766.html	http://web.archive.org/web/20160910183256/http://caselaw.findlaw.com/us-supreme-court/460/766.html	964ca80e3b888f977e78f350db820746	The judgment of the Court of Appeals is reversed , and the case is remanded with instructions to dismiss the petition for review .	NoArgument	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	9097df33a0db407112871a588607dad5	But when Labor was finally elected in 1983 , the government failed to implement the Labor Party platform against uranium mining .	NoArgument	train
nuclear energy	http://www.france24.com/en/20161127-switzerland-nuclear-energy-swiss-referendum-reject-speedy-exit-atomic-power	http://web.archive.org/web/20170220101124/http://www.france24.com/en/20161127-switzerland-nuclear-energy-swiss-referendum-reject-speedy-exit-atomic-power	c9b0bfd812bf98c3788fff3b67ba52be	Swiss energy minister Doris Leuthard , at a press conference in Berne following the vote , said she would counter any SVP-led referendum with arguments similar to those that she used when fighting Sunday ’s initiative .	NoArgument	val
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	6fe60bf5c966ec00d5049753f4e1b23b	It needs to make a lot of headway in the unfortunately highly polarized political atmosphere of developed nations .	NoArgument	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	2b0e4fec9de1f7d67314a6edca2aa803	Within the antinuclear movement , patriarchy has been challenged as at least some groups have addressed domination by men and developed egalitarian modes of interaction and decision-making .	NoArgument	train
nuclear energy	https://www.scientificamerican.com/article/nuclear-power-must-make-a-comeback-for-climate-s-sake/	http://web.archive.org/web/20160408025329/http://www.scientificamerican.com:80/article/nuclear-power-must-make-a-comeback-for-climate-s-sake/	acb888d4ac48c6a6f695f05d37b46064	" There are technological innovations in the wings at the moment that will make it much quicker to build nuclear power stations , " he said .	Argument_for	train
nuclear energy	http://www.conserve-energy-future.com/pros-and-cons-of-nuclear-energy.php	http://web.archive.org/web/20160718063846/http://www.conserve-energy-future.com:80/pros-and-cons-of-nuclear-energy.php	8ed3bdc587334977a1e6cf7e63293374	Today , nuclear energy is used to make weapons .	Argument_against	test
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	fecf897dcaa3e1f5e93de7e3105a9f77	No humans will ever be able to live in the zone again .	Argument_against	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	ce024226c90db62b8c2c450e6dcb72c0	A powerful basis for a grassroots movement is a network of groups organised at the local level .	NoArgument	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	b5d0a9b9e3a8cd7450a358eb565d84c3	One way to encourage participation but avoid the creation of a new elite of planners would be to choose community-level coordinators by lot .	NoArgument	train
nuclear energy	http://www.abc.net.au/btn/story/s4178056.htm	http://web.archive.org/web/20160622214133/http://www.abc.net.au:80/btn/story/s4178056.htm	f0fea0ce7a4ec982684ca49820fc8093	Some people say that it will get into the wrong hands .	Argument_against	train
nuclear energy	http://www.latimes.com/opinion/readersreact/la-le-1117-tuesday-cliamte-change-nuclear-20151117-story.html	http://web.archive.org/web/20160622001940/http://www.latimes.com/opinion/readersreact/la-le-1117-tuesday-cliamte-change-nuclear-20151117-story.html	1009eb6165794b2b5ec26bd7f76decdd	To the editor : Bryce wants us to build new nuclear power plants as a partial solution to global warming .	Argument_for	train
nuclear energy	http://www.debatingeurope.eu/focus/infobox-arguments-for-and-against-nuclear/	http://web.archive.org/web/20160519213704/http://www.debatingeurope.eu:80/focus/infobox-arguments-for-and-against-nuclear/	fac7711ce37091a7dea65a5b0dbc5daf	It ’s a valuable area of research that could guarantee abundant clean energy , so it ’s worth investing in the technology , continuing to use it and not abandoning it .	Argument_for	test
nuclear energy	https://www.cleanenergywire.org/factsheets/history-behind-germanys-nuclear-phase-out	http://web.archive.org/web/20170208214332/https://www.cleanenergywire.org/factsheets/history-behind-germanys-nuclear-phase-out	e1eac52d64db097739114c6994b5c65c	They hope to receive compensation of more than 15 billion euros if the court finds that the move was unconstitutional .	NoArgument	train
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	a7af9f30cddb079f4e6178b7cd6c0ff4	Why are the “ cons ” shrouded in such a mystery ?	NoArgument	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	1969f4b89f68ccab30ef3d061a9e5d78	Well now , what to say , other than speechlessness is always an antidote to shock and awe !	NoArgument	train
nuclear energy	http://debatepedia.idebate.org/en/index.php/Debate:_Nuclear_energy	http://web.archive.org/web/20160627081957/http://debatepedia.idebate.org:80/en/index.php/Debate:_Nuclear_energy	3f675757fdd3370ab6df19fb9a84b91a	There are now many hundreds of reactor years of experience , and Chernobyl was the only accident that injured the public .	Argument_for	train
nuclear energy	http://www.abc.net.au/btn/story/s4178056.htm	http://web.archive.org/web/20160622214133/http://www.abc.net.au:80/btn/story/s4178056.htm	1841b78b3f25f29803263512f3fc7dda	It has exploded in Japan and people still say they want the nuclear power but they should n't have nuclear power because it has already killed millions of Japanese people .	Argument_against	train
nuclear energy	http://timeforchange.org/pros-and-cons-of-nuclear-power-and-sustainability	http://web.archive.org/web/20160707092634/http://timeforchange.org:80/pros-and-cons-of-nuclear-power-and-sustainability	da23f8474ac17932ef349923fdd03779	The risks of nuclear power and the risks of nuclear waste are discussed in more detail .	NoArgument	test
nuclear energy	http://www.slideshare.net/wintryblossom/nuclear-power-pros-and-cons	http://web.archive.org/web/20151118210356/http://www.slideshare.net:80/wintryblossom/nuclear-power-pros-and-cons	6d2aebab61a2a3d4acc4e6d8d1768a12	Economic • Net external Costs are much cheaper then other forms of production • As of 2005 Nuclear power was : – 3/4 the cost of coal – 1/5 the cost of gas • Nuclear energy is , in many places , competitive with fossil fuels for electricity generation , despite relatively high capital costs and the need to internalize all waste disposal and decommissioning costs .	Argument_for	train
nuclear energy	https://en.wikipedia.org/wiki/Nuclear_power_debate	http://web.archive.org/web/20170127104548/https://en.wikipedia.org/wiki/Nuclear_power_debate	15d072f581f457d6f24e9846db5802d1	Radiation checks led to bans on some shipments of vegetables and fish .	Argument_against	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	280ffa23450c5d6cef023ed2253757e7	There ya go , Rod .	NoArgument	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	8dbeb51e23c7aa465f6f053b6834eb91	Some union leaders chose not to attempt to convince members to avoid or leave the industry , while other leaders supportive of the policies could not persuade members working in the industry or transporting its products .	NoArgument	train
nuclear energy	http://debatepedia.idebate.org/en/index.php/Debate:_Nuclear_energy	http://web.archive.org/web/20160627081957/http://debatepedia.idebate.org:80/en/index.php/Debate:_Nuclear_energy	6a0b03cd2c20694e2e7c3f8d838fd15c	[ ... ] The only practical approach to the issue of nuclear weapons proliferation is to put it higher on the international agenda and to use diplomacy and , where necessary , force to prevent countries or terrorists from using nuclear materials for destructive ends . "	NoArgument	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	3548458d94b16ef0bcbaeb8dca89b73e	Many scientists have asked to have their names removed from the IPCC report .	NoArgument	val
nuclear energy	http://www.triplepundit.com/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons/	http://web.archive.org/web/20160802090500/http://www.triplepundit.com:80/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons	a4f69e50845e3ba6a44e5f219c5fe26b	Also , directly mining Uranium is not the only source we can use .	Argument_for	test
nuclear energy	http://www.triplepundit.com/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons/	http://web.archive.org/web/20160802090500/http://www.triplepundit.com:80/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons	40413edb2b48122e20b47367c4f669f0	Because they know that if you recycle fuel rods , you dont have a waste problem and they lose an argument against nuclear .	Argument_for	test
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	16da55baec673472f784d7c6b56ce9c3	The majority of those in science jobs depend on providing the PC answer to the AGW question .	NoArgument	train
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	1c8447fdd58f705eff213cbc026e0a06	People tend to avoid coming into contact with positions they oppose .	NoArgument	train
nuclear energy	http://www.beyondnuclear.org/nuclear-power/2009/6/4/the-argument-against-nuclear-power.html	http://web.archive.org/web/20130629174125/http://www.beyondnuclear.org:80/nuclear-power/2009/6/4/the-argument-against-nuclear-power.html	24ffb34cc8b1774c7d3f362435d9e164	When the utilities default on these loans , taxpayers will foot the bill .	Argument_against	val
nuclear energy	http://caselaw.findlaw.com/us-supreme-court/460/766.html	http://web.archive.org/web/20160910183256/http://caselaw.findlaw.com/us-supreme-court/460/766.html	0d557ae417d3786b009bfecb99e4c518	All the parties agree that effects on human health can be cognizable under NEPA , and that human health may include psychological health .	NoArgument	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	446866f30326ac305d4061803df5220d	Many epidemiologists know that funding for their manpower intensive dose and health record reconstruction projects would disappear if a threshold or hormetic dose response model gains acceptance .	NoArgument	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	45f919bc53c1cbf692fe190e2eb2b85a	Similarly , the state takes care of many of the other needs of capitalism , particularly subsidising the infrastructure ( such as ports and rail lines ) of large projects .	NoArgument	train
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	fd6786b1353b31eb0ff97b28cefcc086	Look at the cons associated with conventional nuclear reactors … high operating pressure and temperature , massive size of containment structures , waste by products , potential for catastrophic systems failure , ad nauseam and they built them anyway !	Argument_against	train
nuclear energy	http://caselaw.findlaw.com/us-supreme-court/460/766.html	http://web.archive.org/web/20160910183256/http://caselaw.findlaw.com/us-supreme-court/460/766.html	0446e9085ad1397ad7919bcfe2e64e0c	See 219 U.S. App .	NoArgument	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	07a6d1c8b71d95e4f05a7c8b3fc7b736	Similarly , bureaucrats may refuse to deal with egalitarian organisational frameworks and insist on dealing with hierarchical office bearers because of the ' need ' for ' administrative efficiency ' .	NoArgument	val
nuclear energy	http://debatepedia.idebate.org/en/index.php/Debate:_Nuclear_energy	http://web.archive.org/web/20160627081957/http://debatepedia.idebate.org:80/en/index.php/Debate:_Nuclear_energy	4e8ca57b7263d7d0ed25cd2b82fc698a	Decommissioning nuclear power plants is expensive " The case against nuclear power " .	Argument_against	val
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	79d1dba3e27e718d90d825a3192a3c3a	Participating in environmental inquiries .	NoArgument	val
nuclear energy	http://www.livescience.com/5227-energy-debates-nuclear-power.html	http://web.archive.org/web/20160713200806/http://www.livescience.com:80/5227-energy-debates-nuclear-power.html	f683d4687e7214762021718598575463	There is also the potential for a nuclear reactor disaster , such as the explosion and meltdown that occurred at Chernobyl in the Soviet Union in 1986 or the partial core meltdown at Three Mile Island in the United States in 1979 .	Argument_against	train
nuclear energy	http://alternativeenergy.procon.org/view.answers.php?questionID=001270	http://web.archive.org/web/20150209215255/http://alternativeenergy.procon.org/view.answers.php?questionID=001270	c05e9790aa2c61b0bfb63f1a916d4b67	Since the areas around nuclear power plants are so clean , they are often developed as wetlands that allow trees , flowers , and grasses to thrive and provide nesting areas for waterfowl and other birds .	Argument_for	train
nuclear energy	http://www.sciencemag.org/news/2017/02/nuclear-power-industry-revamps-climate-pitch-trump-era	http://web.archive.org/web/20170209230327/http://www.sciencemag.org/news/2017/02/nuclear-power-industry-revamps-climate-pitch-trump-era	20c3e2394c19e3d92789809a8c5e9abc	" There is no evidence of an imminent threat to bulk reliability to justify interim subsidies . "	Argument_for	train
nuclear energy	http://caselaw.findlaw.com/us-supreme-court/460/766.html	http://web.archive.org/web/20160910183256/http://caselaw.findlaw.com/us-supreme-court/460/766.html	d40ce5b4557c7cec0648d8bf0828f37a	This case bears strong resemblance to other cases in which plaintiffs have sought to require agencies to evaluate the risk of crime from the operation of a jail or other public facility in their neighborhood .	NoArgument	train
nuclear energy	http://www.gallup.com/poll/190064/first-time-majority-oppose-nuclear-energy.aspx	http://web.archive.org/web/20170126181408/http://www.gallup.com/poll/190064/first-time-majority-oppose-nuclear-energy.aspx	88fc55d723ba31fe4223937c27de757f	Lower gasoline prices over the past year are likely driving greater opposition toward the use of nuclear power .	Argument_against	train
nuclear energy	http://www.cnduk.org/campaigns/nuclear-power	http://web.archive.org/web/20160724162935/http://www.cnduk.org:80/campaigns/nuclear-power	930145d6524ce780fd79abfd024ead85	No safe solution has yet been devised to store it .	Argument_against	train
nuclear energy	http://alternativeenergy.procon.org/view.answers.php?questionID=001270	http://web.archive.org/web/20150209215255/http://alternativeenergy.procon.org/view.answers.php?questionID=001270	774999ce834f01b98104df634692d836	In 2007 , the nuclear industry generated more electricity than ever before , and we did it more safely than ever before as evidenced by data on unplanned reactor shutdowns and the industrial safety rate .	Argument_for	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	8da64b35d9092c5f4d2834f2357b28b4	Hydrocarbons will remain useful and used .	NoArgument	train
nuclear energy	http://caselaw.findlaw.com/us-supreme-court/460/766.html	http://web.archive.org/web/20160910183256/http://caselaw.findlaw.com/us-supreme-court/460/766.html	010c22d245480fbba3d3d5789955f725	JUSTICE REHNQUIST delivered the opinion of the Court .	NoArgument	train
nuclear energy	http://debatepedia.idebate.org/en/index.php/Debate:_Nuclear_energy	http://web.archive.org/web/20160627081957/http://debatepedia.idebate.org:80/en/index.php/Debate:_Nuclear_energy	2cec08b8275d6ac0ae4a1822c8f3c914	Retrieved 12.3.09 Extract : " According to the NEA , identified uranium resources total 5.5 million metric tons , and an additional 10.5 million metric tons remain undiscovered — a roughly 230-year supply at today 's consumption rate in total .	NoArgument	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	f5d3d3b25a140e26bdd4a9c8a0687c06	Right , left , or independent , will you once again stand mute as scientists are targeted and murdered on the basis of unsubstantiated accusation and guilt by association ?	NoArgument	train
nuclear energy	http://greenliving.lovetoknow.com/Advantages_and_Disadvantages_of_Nuclear_Energy	http://web.archive.org/web/20160721050325/http://greenliving.lovetoknow.com:80/Advantages_and_Disadvantages_of_Nuclear_Energy	eb3e125d40002f6480b6df0590dd7e52	This steam in turn powers turbines , which are used to produce the electricity that supplies the surrounding community .	NoArgument	train
nuclear energy	http://www.triplepundit.com/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons/	http://web.archive.org/web/20160802090500/http://www.triplepundit.com:80/special/energy-options-pros-and-cons/nuclear-energy-pros-and-cons	decde5d13681026abbae3e9067d8a40d	It ’s difficult , if not impossible , for the U.S. to impose its will on the state of Nevada ( or other places ) if they do n’t want to host long-term storage of waste .	Argument_against	test
nuclear energy	http://isreview.org/issue/77/case-against-nuclear-power	http://web.archive.org/web/20160502145050/http://isreview.org:80/issue/77/case-against-nuclear-power	34588028d3e95981a9c9fe1441b08010	Again , without that indemnity , without the government subsidies and loan guarantees , and tax breaks , the nuclear industry could not exist ; the laws of the free market are not allowed to apply to nuclear power .	Argument_against	train
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	0f98dfab9e57b846a05de791d4a25656	If Germany ’s move away from nuclear pows turns out to be a clear disaster , then it may become possible to gain political support to develop a superior nuclear power technology .	NoArgument	train
nuclear energy	http://www.abc.net.au/btn/story/s4178056.htm	http://web.archive.org/web/20160622214133/http://www.abc.net.au:80/btn/story/s4178056.htm	e2af6c3361e4f7c15488df2519a9e66a	Australia does n't have any places away from people to put it .	Argument_against	train
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	364d0b9e571e2ceb724860e296bcbfb2	Domination of nature is another fundamental factor underlying state promotion of nuclear power .	NoArgument	train
nuclear energy	http://www.world-nuclear.org/information-library/current-and-future-generation/the-nuclear-debate.aspx	http://web.archive.org/web/20160716223743/http://www.world-nuclear.org:80/information-library/current-and-future-generation/the-nuclear-debate.aspx	7555bdd80ffafce83f1c44a46f3b40dd	There is not enough uranium to sustain nuclear power beyond a few decades .	Argument_against	test
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	bf0face54f92c491acd9f254b746bc1c	The % of Pa that would absorb extra neutrons in the blanket salt is low enough to ignore .	Argument_for	train
nuclear energy	https://en.wikipedia.org/wiki/Campaign_Against_Nuclear_Energy	http://web.archive.org/web/20161110052015/https://en.wikipedia.org/wiki/Campaign_Against_Nuclear_Energy	3817549add939a3702963a1a49c439d7	After this announcement , many of the CANE activists joined People for Nuclear Disarmament ( WA ) to campaign against the efforts of the United States and USSR to place short range nuclear missiles into Europe , and CANE ceased to exist in the late 1980s .	NoArgument	test
nuclear energy	http://politicalaffairs.net/power-argument-the-need-for-nuclear-energy/	http://web.archive.org/web/20160612054234/http://politicalaffairs.net:80/power-argument-the-need-for-nuclear-energy	bec3b74e35b841b0874d2a97021d02d9	( Few have ever actually worked at a nuclear site . )	NoArgument	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	82c26ae8bdea1426123b964134b45556	It is not BIG OIL either .	NoArgument	train
nuclear energy	http://www.slate.com/articles/health_and_science/the_green_lantern/2010/07/the_nuclear_option.html	http://web.archive.org/web/20160608110749/http://www.slate.com:80/articles/health_and_science/the_green_lantern/2010/07/the_nuclear_option.html	5f639f01cb3e7536d5bdae69d1f3c44c	For example , Amory Lovins of the Rocky Mountain Institute argues that we should be investing in general efficiency measures and " micropower " ( a catch-all term that includes cogeneration of heat and electricity , plus renewables other than big hydropower operations ) .	NoArgument	test
nuclear energy	https://www.uow.edu.au/~bmartin/pubs/86sa.html	http://web.archive.org/web/20160623054516/http://www.uow.edu.au:80/~bmartin/pubs/86sa.html	a6998b48e51b2817e97abddedc1355a8	For example , in organising community education projects ( such as speaking engagements and workshops ) activists can simultaneously engage in self-education .	NoArgument	train
nuclear energy	http://www.nytimes.com/2012/02/26/opinion/sunday/sunday-dialogue-nuclear-energy-pro-and-con.html	http://web.archive.org/web/20170128194758/http://www.nytimes.com/2012/02/26/opinion/sunday/sunday-dialogue-nuclear-energy-pro-and-con.html	cada922a35b21ab386d07c0d648929d6	You are already subscribed to this email .	NoArgument	train
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	9b47116bd9e225cc5bd24e9482b4c341	If our ( U.S. ) government were committed to developing a superior nuclear technology , such as the LFTR , it could find ways to make it happen and to be deployed .	Argument_for	train
nuclear energy	https://www.scientificamerican.com/article/nuclear-power-must-make-a-comeback-for-climate-s-sake/	http://web.archive.org/web/20160408025329/http://www.scientificamerican.com:80/article/nuclear-power-must-make-a-comeback-for-climate-s-sake/	00ed6b7127cc838291e621ccc8ac8e54	" Each additional contribution and each additional increase in ambition that countries make under the Paris framework will help improve our chances of limiting future warming . "	Argument_for	train
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	f3dbc448bb546a5cebe4650b98a923d2	Moreover , people should be permitted to make posts in the IPL website ; currently they can not .	NoArgument	train
nuclear energy	http://caselaw.findlaw.com/us-supreme-court/460/766.html	http://web.archive.org/web/20160910183256/http://caselaw.findlaw.com/us-supreme-court/460/766.html	bcbbf9ec7964cb9cc764bf45ee076351	The issue in these cases is whether petitioner Nuclear Regulatory Commission ( NRC ) complied with the National Environmental Policy Act of 1969 , 83 Stat .	NoArgument	train
nuclear energy	http://www.environmentalscience.org/nuclear-power-facts	http://web.archive.org/web/20160123173345/http://www.environmentalscience.org:80/nuclear-power-facts	a0fdcae856084727559bd20c37a03d80	When necessary , design changes followed and extra safety protocols and features had to be put in place , this was perceived as unexpected cost increases .	Argument_against	train
nuclear energy	http://thoriummsr.com/intro/pros-and-cons-list/	http://web.archive.org/web/20160702111824/http://thoriummsr.com:80/intro/pros-and-cons-list/	cbf3ad4192c4de526e16b396de4a9b52	And do n’t think reprocessing is just a small chemists lab : having the whole fluid go through several times a year , so it has to be quite powerful – maybe comparable to something like the half the Sellerfield plant in the UK .	NoArgument	train
nuclear energy	http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	http://web.archive.org/web/20161010062057/http://atomicinsights.com/the-left-needs-to-reconsider-its-automatic-position-against-nuclear-energy/	a677bb352aea534e66dfbf0c1548f61c	Stating in an interview that he bore no responsibility “ for the life expectancy of Iranian scientists ” , the implication is obvious .	NoArgument	train
